"<div class=""well"">
    Edit list of Series in the box. Rules:
    <ul>
        <li>Each Series Prefix on a new line.</li>
        <li>Allowed special characters are ""/"" and ""-""</li>
        <li>
            Optionally, set the number of digits in the series using dot (.)
            followed by hashes (#). For example, "".####"" means that the series
            will have four digits. Default is five digits.
        </li>
        <li>
            You can also use variables in the series name by putting them
            between (.) dots
            <br>
            Supported Variables:
            <ul>
                <li><code>.YYYY.</code> - Year in 4 digits</li>
                <li><code>.YY.</code> - Year in 2 digits</li>
                <li><code>.MM.</code> - Month</li>
                <li><code>.DD.</code> - Day of month</li>
                <li><code>.WW.</code> - Week of the year</li>
                <li>
                    <code>.{fieldname}.</code> - fieldname on the document e.g.
                    <code>branch</code>
                </li>
                <li><code>.FY.</code> - Fiscal Year (requires ERPNext to be installed)</li>
                <li><code>.ABBR.</code> - Company Abbreviation (requires ERPNext to be installed)</li>
            </ul>
        </li>
    </ul>
    Examples:
    <ul>
        <li>INV-</li>
        <li>INV-10-</li>
        <li>INVK-</li>
        <li>INV-.YYYY.-.{branch}.-.MM.-.####</li>
    </ul>
</div>
<br>
","<div class=""well"">
    تحرير قائمة السلسلة في المربع. القواعد:
    <ul>
        <li>كل بادئة سلسلة على سطر جديد.</li>
        <li>الأحرف الخاصة المسموح بها هي ""/"" و""-""</li>
        <لي>
            اختياريًا، قم بتعيين عدد الأرقام في السلسلة باستخدام النقطة (.)
            متبوعة بالعلامات (#). على سبيل المثال، "".####"" يعني أن السلسلة
            سيكون لها أربعة أرقام. الافتراضي هو خمسة أرقام.
        </لي>
        <لي>
            يمكنك أيضًا استخدام المتغيرات في اسم السلسلة عن طريق وضعها
            بين (.) النقطتين
            <ر>
            المتغيرات المدعومة:
            <ul>
                <li><code>.YYYY.</code> - السنة مكونة من 4 أرقام</li>
                <li><code>.YY.</code> - السنة مكونة من رقمين</li>
                <li><code>.MM.</code> - شهر</li>
                <li><code>.DD.</code> - يوم من الشهر</li>
                <li><code>.WW.</code> - الأسبوع من السنة</li>
                <لي>
                    <code>.{fieldname}.</code> - اسم الحقل في المستند، على سبيل المثال:
                    <code>الفرع</code>
                </لي>
                <li><code>.FY.</code> - السنة المالية (يتطلب تثبيت ERPNext)</li>
                <li><code>.ABBR.</code> - اختصار الشركة (يتطلب تثبيت ERPNext)</li>
            </ul>
        </لي>
    </ul>
    أمثلة:
    <ul>
        <li>INV-</li>
        <li>INV-10-</li>
        <li>INVK-</li>
        <li>INV-.YYYY.-.{branch}.-.MM.-.####</li>
    </ul>
</div>
<ر>",
<div>,<div>,
"<h3>Custom CSS Help</h3>

<p>Notes:</p>

<ol>
<li>All field groups (label + value) are set attributes <code>data-fieldtype</code> and <code>data-fieldname</code></li>
<li>All values are given class <code>value</code></li>
<li>All Section Breaks are given class <code>section-break</code></li>
<li>All Column Breaks are given class <code>column-break</code></li>
</ol>

<h4>Examples</h4>

<p>1. Left align integers</p>

<pre><code>[data-fieldtype=""Int""] .value { text-align: left; }</code></pre>

<p>1. Add border to sections except the last section</p>

<pre><code>.section-break { padding: 30px 0px; border-bottom: 1px solid #eee; }
.section-break:last-child { padding-bottom: 0px; border-bottom: 0px;  }</code></pre>
","<h3>تعليمات CSS مخصصة</h3>

<p>ملاحظات:</p>

<ol>
<li>يتم تعيين جميع مجموعات الحقول (التسمية + القيمة) على سمات <code>نوع حقل البيانات</code> و<code>اسم حقل البيانات</code></li>
<li>يتم إعطاء كافة القيم فئة <code>قيمة</code></li>
<li>يتم تحديد فئة <code>فاصل الأقسام</code></li> لجميع فواصل الأقسام
<li>يتم تحديد فئة <code>فاصل الأعمدة</code></li> لجميع فواصل الأعمدة
</ol>

<h4>أمثلة</h4>

<p>1. محاذاة الأعداد الصحيحة إلى اليسار</p>

<pre><code>[data-fieldtype=""Int""] .value { محاذاة النص: يسار؛ </كود></قبل>

<p>1. أضف حدودًا إلى الأقسام باستثناء القسم الأخير</p>

<pre><code>.section-break { الحشو: 30px 0px; الحد السفلي: 1 بكسل صلب #eee؛ }
.فاصل القسم:الطفل الأخير { الحشو السفلي: 0px؛ الحد السفلي: 0px؛  </كود></قبل>",
"<h3>Print Format Help</h3>
<hr>
<h4>Introduction</h4>
<p>Print Formats are rendered on the server side using the Jinja Templating Language. All forms have access to the <code>doc</code> object which contains information about the document that is being formatted. You can also access common utilities via the <code>frappe</code> module.</p>
<p>For styling, the Boostrap CSS framework is provided and you can enjoy the full range of classes.</p>
<hr>
<h4>References</h4>
<ol>
	<li><a href=""http://jinja.pocoo.org/docs/templates/"" target=""_blank"">Jinja Templating Language</a></li>
	<li><a href=""http://getbootstrap.com"" target=""_blank"">Bootstrap CSS Framework</a></li>
</ol>
<hr>
<h4>Example</h4>
<pre><code>&lt;h3&gt;{{ doc.select_print_heading or ""Invoice"" }}&lt;/h3&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Customer Name&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.customer_name }}&lt;/div&gt;
&lt;/div&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Date&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.get_formatted(""invoice_date"") }}&lt;/div&gt;
&lt;/div&gt;
&lt;table class=""table table-bordered""&gt;
	&lt;tbody&gt;
		&lt;tr&gt;
			&lt;th&gt;Sr&lt;/th&gt;
			&lt;th&gt;Item Name&lt;/th&gt;
			&lt;th&gt;Description&lt;/th&gt;
			&lt;th class=""text-right""&gt;Qty&lt;/th&gt;
			&lt;th class=""text-right""&gt;Rate&lt;/th&gt;
			&lt;th class=""text-right""&gt;Amount&lt;/th&gt;
		&lt;/tr&gt;
		{%- for row in doc.items -%}
		&lt;tr&gt;
			&lt;td style=""width: 3%;""&gt;{{ row.idx }}&lt;/td&gt;
			&lt;td style=""width: 20%;""&gt;
				{{ row.item_name }}
				{% if row.item_code != row.item_name -%}
				&lt;br&gt;Item Code: {{ row.item_code}}
				{%- endif %}
			&lt;/td&gt;
			&lt;td style=""width: 37%;""&gt;
				&lt;div style=""border: 0px;""&gt;{{ row.description }}&lt;/div&gt;&lt;/td&gt;
			&lt;td style=""width: 10%; text-align: right;""&gt;{{ row.qty }} {{ row.uom or row.stock_uom }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""rate"", doc) }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""amount"", doc) }}&lt;/td&gt;
		&lt;/tr&gt;
		{%- endfor -%}
	&lt;/tbody&gt;
&lt;/table&gt;</code></pre>
<hr>
<h4>Common Functions</h4>
<table class=""table table-bordered"">
	<tbody>
		<tr>
			<td style=""width: 30%;""><code>doc.get_formatted(""[fieldname]"", [parent_doc])</code></td>
			<td>Get document value formatted as Date, Currency, etc. Pass parent <code>doc</code> for currency type fields.</td>
		</tr>
		<tr>
			<td style=""width: 30%;""><code>frappe.db.get_value(""[doctype]"", ""[name]"", ""fieldname"")</code></td>
			<td>Get value from another document.</td>
		</tr>
	</tbody>
</table>
","<h3>مساعدة تنسيق الطباعة</h3>
<ساعة>
<h4>المقدمة</h4>
<p>يتم عرض تنسيقات الطباعة على جانب الخادم باستخدام لغة Jinja Templating. تتمتع جميع النماذج بإمكانية الوصول إلى كائن <code>doc</code> الذي يحتوي على معلومات حول المستند الذي يتم تنسيقه. يمكنك أيضًا الوصول إلى الأدوات المساعدة الشائعة عبر وحدة <code>frappe</code>.</p>
<p>للتصميم، يتم توفير إطار عمل Boostrap CSS ويمكنك الاستمتاع بمجموعة كاملة من الفئات.</p>
<ساعة>
<h4>المراجع</h4>
<ol>
	<li><a href=""http://jinja.pocoo.org/docs/templates/"" target=""_blank"">لغة قوالب الجينجا</a></li>
	<li><a href=""http://getbootstrap.com"" target=""_blank"">إطار عمل Bootstrap CSS</a></li>
</ol>
<ساعة>
<h4>مثال</h4>
<pre><code><h3>{{ doc.select_print_heading أو ""الفاتورة"" }}</h3>
<div class=""row"">
	<div class=""col-md-3 text-right"">اسم العميل</div>
	<div class=""col-md-9"">{{ doc.customer_name }}</div>
</div>
<div class=""row"">
	<div class=""col-md-3 text-right"">التاريخ</div>
	<div class=""col-md-9"">{{ doc.get_formatted(""invoice_date"") }}</div>
</div>
<فئة الجدول = ""جدول الجدول بحدود"">
	<الجسم>
		<تر>
			<th>الاب</th>
			<th>اسم العنصر</th>
			<th>الوصف</th>
			<th class=""text-right"">الكمية</th>
			<th class=""text-right"">السعر</th>
			<th class=""text-right"">المبلغ</th>
		</tr>
		{%- للصف في doc.items -%}
		<تر>
			<td style=""width: 3%;"">{{row.idx }}</td>
			<td style=""width: 20%;"">
				{{ صف.اسم_العنصر }}
				{% إذا كان Row.item_code != Row.item_name -%}
				<br>رمز الصنف: {{row.item_code}}
				{%- إنديف %}
			</TD>
			<td style=""width: 37%;"">
				<div style=""border: 0px;"">{{ صف.وصف }}</div></td>
			<td style=""width: 10%; text-align: right;"">{{ Row.qty }} {{ Row.uom or Row.stock_uom }}</td>
			<td style=""width: 15%; text-align: right;"">{{
				Row.get_formatted(""rate""، doc) }}</td>
			<td style=""width: 15%; text-align: right;"">{{
				row.get_formatted(""amount""، doc) }}</td>
		</tr>
		{%- النهاية لـ -%}
	</tbody>
</table></code></pre>
<ساعة>
<h4>الوظائف المشتركة</h4>
<فئة الجدول = ""جدول الجدول بحدود"">
	<الجسم>
		<تر>
			<td style=""width: 30%;""><code>doc.get_formatted(""[fieldname]"", [parent_doc])</code></td>
			<td>احصل على قيمة المستند بتنسيق التاريخ والعملة وما إلى ذلك. قم بتمرير <code>doc</code> الأصلي لحقول نوع العملة.</td>
		</tr>
		<تر>
			<td style=""width: 30%;""><code>frappe.db.get_value(""[doctype]"", ""[name]"", ""fieldname"")</code></td>
			<td>احصل على قيمة من مستند آخر.</td>
		</tr>
	</tbody>
</الجدول>",
"<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>","<h4>القالب الافتراضي</h4>
<p>ستكون استخدامات <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> وجميع حقول العنوان (بما في ذلك الحقول المخصصة إن وجدت) متاحة</p>
<pre><code>{{ عنوان_line1 }<br>
{% if Address_line2 %}{{ Address_line2 }}<br>{% endif -%}
{{ مدينة }<br>
{% إذا الحالة %}{{ الحالة }}<br>{% endif -%}
{% if pincode %} رقم التعريف الشخصي: {{ pincode }}<br>{% endif -%}
{{ الدولة }<br>
{% if phone %}الهاتف: {{ phone }}<br>{% endif -%}
{% if fax %}الفاكس: {{ fax }}<br>{% endif -%}
{% if email_id %}البريد الإلكتروني: {{ email_id }}<br>{% endif -%}
</code></pre>",
"<h4>Email Reply Example</h4>

<pre>Order Overdue

Transaction {{ name }} has exceeded Due Date. Please take necessary action.

Details

- Customer: {{ customer }}
- Amount: {{ grand_total }}
</pre>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your email template are the fields in the document from which you are sending the email. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>
","<h4>مثال على الرد بالبريد الإلكتروني</h4>

<pre>طلب متأخر

تجاوزت المعاملة {{ name }} تاريخ الاستحقاق. يرجى اتخاذ الإجراء اللازم.

التفاصيل

- العميل: {{ customer }}
- المبلغ: {{ grand_total }}
</pre>

<h4>كيفية الحصول على أسماء الحقول</h4>

<p>أسماء الحقول التي يمكنك استخدامها في قالب البريد الإلكتروني هي الحقول الموجودة في المستند الذي ترسل منه البريد الإلكتروني. يمكنك معرفة حقول أي مستند من خلال الإعداد &gt; تخصيص طريقة عرض النموذج واختيار نوع المستند (مثلا: فاتورة المبيعات)</p>

<h4>القوالب</h4>

<p>يتم تجميع القوالب باستخدام لغة Jinja Templating Language. لمعرفة المزيد عن Jinja، <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">اقرأ هذه التوثيقات</a>.</p>
",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted Uppercase"">أو</h5>",
"<h5>Message Example</h5>

<pre>&lt;h3&gt;Order Overdue&lt;/h3&gt;

&lt;p&gt;Transaction {{ doc.name }} has exceeded Due Date. Please take necessary action.&lt;/p&gt;

&lt;!-- show last comment --&gt;
{% if comments %}
Last comment: {{ comments[-1].comment }} by {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;Details&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;Customer: {{ doc.customer }}
&lt;li&gt;Amount: {{ doc.grand_total }}
&lt;/ul&gt;
</pre>","<h5>مثال للرسالة</h5>

<pre><h3>تأخر الطلب</h3>

<p>لقد تجاوزت المعاملة {{ doc.name }} تاريخ الاستحقاق. يرجى اتخاذ الإجراءات اللازمة.</p>

<!--إظهار التعليق الأخير -->
{% إذا كانت التعليقات %}
آخر تعليق: {{ comments[-1].comment }} بواسطة {{ comments[-1].by }}
{% نهاية %}

<h4>التفاصيل</h4>

<ul>
<li>العميل: {{ doc.customer }}
<li>المبلغ: {{ doc.grand_total }}
</ul>
</قبل>",
"<p><strong>Condition Examples:</strong></p>
<pre><code class=""language-python"">doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</code></pre>
","<p><strong>أمثلة الحالة:</strong></p>
<pre><code class=""language-python"">doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total > 40000
</code></pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>","<p><strong>أمثلة الحالة:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total > 40000
</قبل>",
"<p>Multiple webforms can be created for a single doctype. Add filters specific to this webform to display correct record after submission.</p><p>For Example:</p>
<p>If you create a separate webform every year to capture feedback from employees add a 
 field named year in doctype and add a filter <b>year = 2023</b></p>
","<p>يمكن إنشاء نماذج ويب متعددة لنوع مستند واحد. أضف عوامل تصفية خاصة بنموذج الويب هذا لعرض السجل الصحيح بعد الإرسال.</p><p>على سبيل المثال:</p>
<p>إذا قمت بإنشاء نموذج ويب منفصل كل عام لالتقاط تعليقات الموظفين، أضف أ 
 الحقل المسمى year في نوع المستند وأضف عامل التصفية <b>year = 2023</b></p>",
"<p>Set context before rendering a template. Example:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>","<p>قم بتعيين السياق قبل عرض القالب. مثال:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""مشروع""، frappe.form_dict.name)
</code></pre></div>",
"<p>To interact with above HTML you will have to use `root_element` as a parent selector.</p><p>For example:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// here root_element is provided by default
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""New content"";
</code></pre>","<p>للتفاعل مع HTML أعلاه، سيتعين عليك استخدام `root_element` كمحدد رئيسي.</p><p>على سبيل المثال:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// هنا يتم توفير root_element بشكل افتراضي
دع some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""محتوى جديد""؛
</code></pre>",
"<p>Your OTP secret on {0} has been reset. If you did not perform this reset and did not request it, please contact your System Administrator immediately.</p>",<p>تمت إعادة تعيين مرورك لـ OTP على {0}. إذا لم تقم بهذا الإعادة ولم تطلبها، فيرجى الاتصال بمدير النظام الخاص بك فوراً.</p>,
"<pre>*  *  *  *  *
┬  ┬  ┬  ┬  ┬
│  │  │  │  │
│  │  │  │  └ day of week (0 - 6) (0 is Sunday)
│  │  │  └───── month (1 - 12)
│  │  └────────── day of month (1 - 31)
│  └─────────────── hour (0 - 23)
└──────────────────── minute (0 - 59)

---

* - Any value
/ - Step values
</pre>
","<السابق>* * * * *
┬ ┬ ┬ ┬ ┬
│ │ │ │ │
│ │ │ │ └ يوم من الأسبوع (0 - 6) (0 هو الأحد)
│ │ │ └───── شهر (1 - 12)
│ │ └────────── اليوم من الشهر (1 - 31)
│ └───────────── ساعة (0 - 23)
└────────────────── دقيقة (0 - 59)

---

* - أي قيمة
/ - قيم الخطوة
</قبل>",
"<pre><code>doc.grand_total &gt; 0</code></pre>

<p>Conditions should be written in simple Python. Please use properties available in the form only.</p>
<p>Allowed functions:
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>Example: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>","<pre><code>doc.grand_total > 0</code></pre>

<p>يجب كتابة الشروط بلغة بايثون البسيطة. يرجى استخدام الخصائص المتوفرة في النموذج فقط.</p>
<p>الوظائف المسموح بها:
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>جلسة فرابيه</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>مثال: </p><pre><code>doc.creation > frappe.utils.add_to_date(frappe.utils.now_datetime(),days=-5, as_string=True, as_datetime=True) </code></pre><p></p>",
<script>,<script>,
<strong>Warning:</strong> This field is system generated and may be overwritten by a future update. Modify it using {0} instead.,<strong>تحذ搉ير</strong>: هذا الحقل منطم من قبل النظام وقد يتم تجاوزه من قبل تحديث مستقبلي. قم بتحويره باستخدام {0} بدلا من ذلك.,
"A DocType's name should start with a letter and can only consist of letters, numbers, spaces, underscores and hyphens",يجب أن يبدأ اسم DocType بحرف ويمكن أن يتألف فقط من الحروف، والأرقام، والمساحات، والعلامات السفلية، والشرطات.,
"A Frappe Framework instance can function as an OAuth Client, Resource, or Authorization server. This DocType contains settings related to all three.",يمكن أن يعمل مثيل Frappe Framework كخادم OAuth أو مورد أو خادم تفويض. يحتوي DocType هذا على الإعدادات المتعلقة بالثلاثة.,
A field with the name {0} already exists in {1},يوجد حقل باسم {0} في {1} بالفعل,
A file with same name {} already exists,توجد ملف بنفس الاسم {} موجودة بالفعل,
A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,قائمة الموارد التي سيكون لها التطبيق العميل الوصول إلى بعد قيام المستخدم يسمح بذلك. <br> على سبيل المثال مشروع,
A new account has been created for you at {0},تم إنشاء حساب جديد لك في {0},
A recurring {0} {1} has been created for you via Auto Repeat {2}.,تم إنشاء {0} {1} متكرر لك من خلال التكرار التلقائي {2}.,
A symbol for this currency. For e.g. $,رمز هذه العملة. ر.س مثلاً,
A template already exists for field {0} of {1},توجد قالب موجودة بالفعل للحقل {0} من {1},
"A version identifier string for the client software.
<br>
The value of the should change on any update of the client software with the same Software ID.","سلسلة معرف الإصدار لبرنامج العميل.
<ر>
يجب أن تتغير قيمة the عند أي تحديث لبرنامج العميل بنفس معرف البرنامج.",
A word by itself is easy to guess.,كلمة في حد ذاتها هي سهلة التخمين.,
A0,A0,
A1,A1,
A2,A2,
A3,A3,
A4,A4,
A5,A5,
A6,A6,
A7,A7,
A8,A8,
A9,A9,
AA,AA,
ALL,جميع,
API,واجهة برمجة التطبيقات,
API Access,الوصول إلى API,
API Endpoint,نقطة وصولAPI,
API Endpoint Args,نقطة وصول API Args,
API Endpoint Args should be valid JSON,يجب أن تكون وسيطات نقطة نهاية واجهة برمجة التطبيقات (API) بتنسيق JSON صالحًا,
API Key,مفتاح API,
API Key and Secret to interact with the relay server. These will be auto-generated when the first push notification is sent from any of the apps installed on this site.,مفتاح API وسر التفاعل مع خادم الترحيل. سيتم إنشاؤها تلقائيًا عند إرسال إشعار الدفع الأول من أي من التطبيقات المثبتة على هذا الموقع.,
API Key cannot be regenerated,لا يمكن إعادة إنشاء مفتاح API,
API Keys,مفاتيح واجهة برمجة التطبيقات,
API Logging,تسجيل واجهة برمجة التطبيقات,
API Method,طريقة API,
API Request Log,سجل طلبات واجهة برمجة التطبيقات,
API Secret,كلمة مرور API,
ASC,تصاعدي,
About,عن,
About Us,معلومات عنا,
About Us Settings,معلومات عنا الإعدادات,
About Us Team Member,أعضاء فريق صفحة من نحن,
About {0} minute remaining,متبقي حوالي {0} دقيقة,
About {0} minutes remaining,متبقي حوالي {0} دقيقة,
About {0} seconds remaining,متبقي حوالي {0} ثانية,
Accept Invitation,قبول الدعوة,
Accepted,مقبول,
Accepted At,مقبول في,
Access Control,إعدادات التحكم,
Access Log,سجل الوصول,
Access Token,رمز وصول,
Access Token URL,رابط رمز الدخول,
Access not allowed from this IP Address,الوصول غير مسموح به من عنوان IP هذا,
Account,حساب,
Account Deletion Settings,إعدادات حذف الحساب,
Accounts Manager,مدير الحسابات,
Accounts User,مستخدم الحسابات,
"Accurate count can not be fetched, click here to view all documents",لا يمكن جلب العدد الدقيق، انقر هنا لعرض كافة المستندات,
Action,فعل,
Action / Route,العمل / الطريق,
Action Complete,اكتمل الإجراء,
Action Failed,فشل العمل,
Action Label,تسمية العمل,
Action Timeout (Seconds),مهلة الإجراء (ثانية),
Action Type,نوع العمل,
Action {0} completed successfully on {1} {2}. View it {3},اكتمل الإجراء {0} بنجاح في {1} {2}. عرضه {3},
Action {0} failed on {1} {2}. View it {3},فشل الإجراء {0} في {1} {2}. عرضه {3},
Actions,الإجراءات,
Activate,فعل,
Active,نشيط,
Active Directory,الدليل النشط,
Active Domains,المجالات النشطة,
Active Sessions,الجلسات النشطة,
Activity,نشاط,
Activity Log,سجل النشاط,
Add,يضيف,
Add / Remove Columns,إضافة / إزالة الأعمدة,
Add / Update,إضافة / تحديث,
Add A New Rule,إضافة قاعدة جديدة,
Add Attachment,إضافة مرفق,
Add Background Image,إضافة صورة خلفية,
Add Border at Bottom,إضافة حدود في الأسفل,
Add Border at Top,إضافة حدود في الأعلى,
Add CSS,أضف CSS,
Add Card to Dashboard,أضف البطاقة إلى لوحة التحكم,
Add Chart to Dashboard,إضافة مخطط إلى لوحة القيادة,
Add Child,إضافة طفل,
Add Column,إضافة عمود,
Add Contact,إضافة جهة اتصال,
Add Contacts,اضف جهات اتصال,
Add Container,أضف الحاوية,
Add Custom Tags,إضافة علامات مخصصة,
Add Filters,إضافة عوامل تصفية,
Add Gray Background,أضف خلفية رمادية,
